symbol	psymbol	NM	ENSG
TNNT3	TNNT3	NM_006757	ENSG00000130595
TNP1	TNP1	NM_003284	ENSG00000118245
TNPO1	KPNB2	NM_002270	ENSG00000083312
TNPO3	LGMD1F	NM_012470	ENSG00000064419
TNR	TNR	NM_003285	ENSG00000116147
TNRC6A	TNRC6	NM_020847	ENSG00000090905
TNRC6C	TNRC6C	NM_018996	ENSG00000078687
TNS1	TNS	NM_022648	ENSG00000079308
TNS1	MXRA6	NM_022648	ENSG00000079308
TNS2	TENC1	NM_170754	ENSG00000111077
TNS3	TENS1	NM_022748	ENSG00000136205
TNS4	TNS4	NM_032865	ENSG00000131746
TNXB	TNXB1	NM_019105	ENSG00000168477
TNXB	TNXB2	NM_019105	ENSG00000168477
TOB2	TROB2	NM_016272	ENSG00000183864
TOE1	TOE1	NM_025077	ENSG00000132773
TOGARAM1	KIAA0423	NM_001308120	ENSG00000198718
TOGARAM1	FAM179B	NM_001308120	ENSG00000198718
TOGARAM2	FAM179A	NM_199280	ENSG00000189350
TOLLIP	TOLLIP	NM_019009	ENSG00000078902
TOM1	TOM1	NM_005488	ENSG00000100284
TOMM7	TOMM7	NM_019059	ENSG00000196683
TOMM20	TOMM20	NM_014765	ENSG00000173726
TOMM20L	TOMM20L	NM_207377	ENSG00000196860
TOMM34	TOMM34	NM_006809	ENSG00000025772
TOMM40L	TOMM40L	NM_032174	ENSG00000158882
TONSL	NFKBIL2	NM_013432	ENSG00000160949
TOP1MT	TOP1MT	NM_052963	ENSG00000184428
TOP3B	TOP3B	NM_003935	ENSG00000100038
TOPAZ1	C3orf77	NM_001145030	ENSG00000173769
TOPBP1	TOPBP1	NM_007027	ENSG00000163781
TOPORS	RP31	NM_005802	ENSG00000197579
TOR1A	DYT1	NM_000113	ENSG00000136827
TOR1AIP1	TOR1AIP1	NM_015602	ENSG00000143337
TOR1AIP2	TOR1AIP2	NM_145034	ENSG00000169905
TOR1B	TOR1B	NM_014506	ENSG00000136816
TOR2A	TOR2A	NM_130459	ENSG00000160404
TOR3A	ADIR	NM_022371	ENSG00000186283
TOR4A	C9orf167	NM_017723	ENSG00000198113
TOX	TOX	NM_014729	ENSG00000198846
TOX4	C14orf92	NM_014828	ENSG00000092203
TOX4	KIAA0737	NM_014828	ENSG00000092203
TP53	TP53	NM_000546	ENSG00000141510
TP53AIP1	TP53AIP1	NM_022112	ENSG00000120471
TP53BP2	TP53BP2	NM_001031685	ENSG00000143514
TP53BP2	TP53BP2	NM_005426	ENSG00000143514
TP53I3	TP53I3	NM_004881	ENSG00000115129
TP53INP2	C20orf110	NM_021202	ENSG00000078804
TP53RK	C20orf64	NM_033550	ENSG00000172315
TP53TG3	TP53TG3	NM_016212	ENSG00000183632
TP53TG3B	TP53TG3B	NM_001099687	ENSG00000261509
TP53TG3C	TP53TG3C	NM_001205259	ENSG00000205457
TP53TG3D	TP53TG3D	NM_001243722	ENSG00000205456
TP53TG5	C20orf10	NM_014477	ENSG00000124251
TP63	TP73L	NM_003722	ENSG00000073282
TP63	TP53L	NM_003722	ENSG00000073282
TP63	TP53CP	NM_003722	ENSG00000073282
TP73	TP73	NM_005427	ENSG00000078900
TPBGL	TPBGL	NM_001195528	ENSG00000261594
TPCN1	TPCN1	NM_017901	ENSG00000186815
TPCN2	TPCN2	NM_139075	ENSG00000162341
TPD52	TPD52	NM_005079	ENSG00000076554
TPD52L3	TPD52L3	NM_033516	ENSG00000170777
TPGS1	C19orf20	NM_033513	ENSG00000141933
TPGS2	C18orf10	NM_015476	ENSG00000134779
TPH1	TPRH	NM_004179	ENSG00000129167
TPH1	TPH	NM_004179	ENSG00000129167
TPH2	TPH2	NM_173353	ENSG00000139287
TPI1	TPI1	NM_000365	ENSG00000111669
TPK1	TPK1	NM_022445	ENSG00000196511
TPM1	C15orf13	NM_001018004	ENSG00000140416
TPM1	CMH3	NM_001018004	ENSG00000140416
TPM2	AMCD1	NM_003289	ENSG00000198467
TPM3	NEM1	NM_152263	ENSG00000143549
TPM4	TPM4	NM_003290	ENSG00000167460
TPO	TPO	NM_000547	ENSG00000115705
TPPP	TPPP	NM_007030	ENSG00000171368
TPPP2	C14orf8	NM_173846	ENSG00000179636
TPPP3	TPPP3	NM_015964	ENSG00000159713
TPR	TPR	NM_003292	ENSG00000047410
TPRA1	GPR175	NM_016372	ENSG00000163870
TPRG1	FAM79B	NM_198485	ENSG00000188001
TPRG1L	FAM79A	NM_182752	ENSG00000158109
TPRKB	TPRKB	NM_016058	ENSG00000144034
TPRN	C9orf75	NM_173691	ENSG00000176058
TPRN	DFNB79	NM_173691	ENSG00000176058
TPRX1	TPRX1	NM_198479	ENSG00000178928
TPSAB1	TPSB1	NM_003294	ENSG00000172236
TPSAB1	TPS1	NM_003294	ENSG00000172236
TPSAB1	TPS2	NM_003294	ENSG00000172236
TPSB2	TPSB2	NM_024164	ENSG00000197253
TPST1	TPST1	NM_003596	ENSG00000169902
TPST2	TPST2	NM_003595	ENSG00000128294
TPTE	TPTE	NM_199261	ENSG00000274391
TPTE2	TPTE2	NM_199254	ENSG00000132958
TRA2A	TRA2A	NM_013293	ENSG00000164548
TRA2B	SFRS10	NM_004593	ENSG00000136527
TRABD	TRABD	NM_025204	ENSG00000170638
TRABD2A	C2orf89	NM_001080824	ENSG00000186854
TRABD2B	TRABD2B	NM_001194986	ENSG00000269113
TRAF1	TRAF1	NM_005658	ENSG00000056558
TRAF2	TRAF2	NM_021138	ENSG00000127191
TRAF3IP1	TRAF3IP1	NM_015650	ENSG00000204104
TRAF4	TRAF4	NM_145751	ENSG00000076604
TRAF5	TRAF5	NM_004619	ENSG00000082512
TRAF6	TRAF6	NM_145803	ENSG00000175104
TRAF7	RFWD1	NM_032271	ENSG00000131653
TRAFD1	TRAFD1	NM_006700	ENSG00000135148
TRAIP	TRAIP	NM_005879	ENSG00000183763
TRAK1	TRAK1	NM_014965	ENSG00000182606
TRAK2	ALS2CR3	NM_015049	ENSG00000115993
TRAM1	TRAM1	NM_014294	ENSG00000067167
TRAM1L1	TRAM1L1	NM_152402	ENSG00000174599
TRAM2	TRAM2	NM_012288	ENSG00000065308
TRANK1	TRANK1	NM_014831	ENSG00000168016
TRAP1	TRAP1	NM_016292	ENSG00000126602
TRAPPC1	TRAPPC1	NM_021210	ENSG00000170043
TRAPPC2	SEDL	NM_014563	ENSG00000196459
TRAPPC2B	SEDLP	NM_001355204	ENSG00000256060
TRAPPC2B	TRAPPC2P1	NM_001355204	ENSG00000256060
TRAPPC2L	TRAPPC2L	NM_016209	ENSG00000167515
TRAPPC3	TRAPPC3	NM_014408	ENSG00000054116
TRAPPC3L	BET3L	NM_001139444	ENSG00000173626
TRAPPC4	TRAPPC4	NM_016146	ENSG00000196655
TRAPPC6B	TRAPPC6B	NM_177452	ENSG00000182400
TRAPPC8	KIAA1012	NM_014939	ENSG00000153339
TRAPPC9	TRAPPC9	NM_031466	ENSG00000167632
TRAPPC10	TMEM1	NM_003274	ENSG00000160218
TRAPPC11	C4orf41	NM_021942	ENSG00000168538
TRAPPC12	TTC15	NM_016030	ENSG00000171853
TRAPPC13	C5orf44	NM_024941	ENSG00000113597
TRARG1	TUSC5	NM_172367	ENSG00000184811
TRAT1	TCRIM	NM_016388	ENSG00000163519
TRDMT1	DNMT2	NM_004412	ENSG00000107614
TREH	TREH	NM_007180	ENSG00000118094
TREM1	TREM1	NM_018643	ENSG00000124731
TREM2	TREM2	NM_018965	ENSG00000095970
TREML1	TREML1	NM_178174	ENSG00000161911
TREML2	C6orf76	NM_024807	ENSG00000112195
TRERF1	BCAR2	NM_033502	ENSG00000124496
TREX1	AGS1	NM_016381	ENSG00000213689
TREX2	TREX2	NM_080701	ENSG00000183479
TRH	TRH	NM_007117	ENSG00000170893
TRHDE	TRHDE	NM_013381	ENSG00000072657
TRIAP1	TRIAP1	NM_016399	ENSG00000170855
TRIB1	TRIB1	NM_025195	ENSG00000173334
TRIB2	TRIB2	NM_021643	ENSG00000071575
TRIB3	C20orf97	NM_021158	ENSG00000101255
TRIL	TRIL	NM_014817	ENSG00000255690
TRIM3	RNF22	NM_006458	ENSG00000110171
TRIM4	TRIM4	NM_033017	ENSG00000146833
TRIM5	TRIM5	NM_033034	ENSG00000132256
TRIM6	TRIM6	NM_001003818	ENSG00000121236
TRIM6_TRIM34	TRIM6_TRIM34	NM_001003819	ENSG00000258588
TRIM7	TRIM7	NM_203296	ENSG00000146054
TRIM8	RNF27	NM_030912	ENSG00000171206
TRIM9	TRIM9	NM_015163	ENSG00000100505
TRIM11	TRIM11	NM_145214	ENSG00000154370
TRIM13	RFP2	NM_001007278	ENSG00000204977
TRIM14	TRIM14	NM_014788	ENSG00000106785
TRIM15	ZNF178	NM_033229	ENSG00000204610
TRIM16	TRIM16	NM_006470	ENSG00000221926
TRIM16L	TRIM16L	NM_001037330	ENSG00000108448
TRIM17	RNF16	NM_016102	ENSG00000162931
TRIM22	TRIM22	NM_006074	ENSG00000132274
TRIM23	ARFD1	NM_001656	ENSG00000113595
TRIM24	TIF1	NM_015905	ENSG00000122779
TRIM26	ZNF173	NM_003449	ENSG00000234127
TRIM27	RFP	NM_030950	ENSG00000204713
TRIM29	TRIM29	NM_012101	ENSG00000137699
TRIM32	LGMD2H	NM_012210	ENSG00000119401
TRIM33	TRIM33	NM_015906	ENSG00000197323
TRIM34	RNF21	NM_001003827	ENSG00000258659
TRIM35	TRIM35	NM_171982	ENSG00000104228
TRIM36	TRIM36	NM_018700	ENSG00000152503
TRIM37	MUL	NM_015294	ENSG00000108395
TRIM39	RNF23	NM_172016	ENSG00000204599
TRIM39_RPP21	TRIM39_RPP21	NM_001199119.1	ENSG00000248167
TRIM41	TRIM41	NM_201627	ENSG00000146063
TRIM42	TRIM42	NM_152616	ENSG00000155890
TRIM43	TRIM43	NM_138800	ENSG00000144015
TRIM44	TRIM44	NM_017583	ENSG00000166326
TRIM45	TRIM45	NM_025188	ENSG00000134253
TRIM46	TRIM46	NM_025058	ENSG00000163462
TRIM49	RNF18	NM_020358	ENSG00000168930
TRIM49C	TRIM49L2	NM_001195234	ENSG00000204449
TRIM49D1	TRIM49DP	NM_001206627	ENSG00000223417
TRIM49D1	TRIM49D1P	NM_001206627	ENSG00000223417
TRIM49D2	TRIM49L	NM_001105522	ENSG00000233802
TRIM49D2	TRIM49L1	NM_001105522	ENSG00000233802
TRIM49D2	TRIM49D2P	NM_001105522	ENSG00000233802
TRIM50	TRIM50A	NM_178125	ENSG00000146755
TRIM51	SPRYD5	NM_032681	ENSG00000124900
TRIM52	TRIM52	NM_032765	ENSG00000183718
TRIM53BP	TRIM53L	NM_001146208	ENSG00000166013
TRIM53BP	TRIM53B	NM_001146208	ENSG00000166013
TRIM53BP	TRIM80P	NM_001146208	ENSG00000166013
TRIM54	RNF30	NM_187841	ENSG00000138100
TRIM55	RNF29	NM_184085	ENSG00000147573
TRIM56	TRIM56	NM_030961	ENSG00000169871
TRIM58	TRIM58	NM_015431	ENSG00000162722
TRIM59	TRIM57	NM_173084	ENSG00000213186
TRIM60	RNF129	NM_152620	ENSG00000176979
TRIM60	RNF33	NM_152620	ENSG00000176979
TRIM61	RNF35	NM_001012414	ENSG00000183439
TRIM62	TRIM62	NM_018207	ENSG00000116525
TRIM63	RNF28	NM_032588	ENSG00000158022
TRIM64	C11orf28	NM_001136486	ENSG00000204450
TRIM65	TRIM65	NM_173547	ENSG00000141569
TRIM66	C11orf29	NM_014818	ENSG00000166436
TRIM67	TRIM67	NM_001004342	ENSG00000119283
TRIM71	TRIM71	NM_001039111	ENSG00000206557
TRIM74	TRIM50C	NM_198853	ENSG00000155428
TRIM77	TRIM77P	NM_001146162	ENSG00000214414
TRIML1	TRIML1	NM_178556	ENSG00000184108
TRIML2	TRIML2	NM_173553	ENSG00000179046
TRIO	TRIO	NM_007118	ENSG00000038382
TRIP4	TRIP4	NM_016213	ENSG00000103671
TRIP6	TRIP6	NM_003302	ENSG00000087077
TRIP12	TRIP12	NM_004238	ENSG00000153827
TRIP13	TRIP13	NM_004237	ENSG00000071539
TRIQK	C8orf83	NM_001171795	ENSG00000205133
TRIR	C19orf43	NM_024038	ENSG00000123144
TRIT1	TRIT1	NM_017646	ENSG00000043514
TRMO	C9orf156	NM_016481	ENSG00000136932
TRMT1	TRMT1	NM_017722	ENSG00000104907
TRMT1L	C1orf25	NM_030934	ENSG00000121486
TRMT2A	TRMT2A	NM_022727	ENSG00000099899
TRMT2B	CXorf34	NM_024917	ENSG00000188917
TRMT9B	C8orf79	NM_001099677	ENSG00000250305
TRMT9B	KIAA1456	NM_001099677	ENSG00000250305
TRMT10A	RG9MTD2	NM_152292	ENSG00000145331
TRMT10B	RG9MTD3	NM_144964	ENSG00000165275
TRMT10C	RG9MTD1	NM_017819	ENSG00000174173
TRMT11	C6orf75	NM_021820	ENSG00000066651
TRMT12	TRMT12	NM_017956	ENSG00000183665
TRMT13	CCDC76	NM_019083	ENSG00000122435
TRMT44	C4orf23	NM_152544	ENSG00000155275
TRMT44	METTL19	NM_152544	ENSG00000155275
TRMT61B	TRMT61B	NM_017910	ENSG00000171103
TRMT112	TRMT112	NM_016404	ENSG00000173113
TRMU	TRMT	NM_018006	ENSG00000100416
TRNAU1AP	TRSPAP1	NM_017846	ENSG00000180098
TRNP1	C1orf225	NM_001013642	ENSG00000253368
TRO	TRO	NM_016157	ENSG00000067445
TROAP	TROAP	NM_005480	ENSG00000135451
TRPA1	ANKTM1	NM_007332	ENSG00000104321
TRPC1	TRPC1	NM_003304	ENSG00000144935
TRPC3	TRPC3	NM_003305	ENSG00000138741
TRPC4	TRPC4	NM_003306	ENSG00000133107
TRPC4AP	C20orf188	NM_015638	ENSG00000100991
TRPC5	TRPC5	NM_012471	ENSG00000072315
TRPC5OS	TRPC5_AS1	NM_001195576	ENSG00000204025
TRPC7	TRPC7	NM_020389	ENSG00000069018
TRPM1	MLSN1	NM_002420	ENSG00000134160
TRPM2	TRPM2	NM_003307	ENSG00000142185
TRPM3	TRPM3	NM_206945	ENSG00000083067
TRPM5	TRPM5	NM_014555	ENSG00000070985
TRPM6	HOMG	NM_017662	ENSG00000119121
TRPM6	HSH	NM_017662	ENSG00000119121
TRPM7	TRPM7	NM_017672	ENSG00000092439
TRPM8	TRPM8	NM_024080	ENSG00000144481
TRPS1	TRPS1	NM_014112	ENSG00000104447
TRPT1	TRPT1	NM_031472	ENSG00000149743
TRPV1	VR1	NM_018727	ENSG00000196689
TRPV2	TRPV2	NM_016113	ENSG00000187688
TRPV3	TRPV3	NM_145068	ENSG00000167723
TRPV4	TRPV4	NM_021625	ENSG00000111199
TRPV5	ECAC1	NM_019841	ENSG00000127412
TRPV6	ECAC2	NM_014274	ENSG00000165125
TRRAP	TRRAP	NM_003496	ENSG00000196367
TRUB1	TRUB1	NM_139169	ENSG00000165832
TRUB2	TRUB2	NM_015679	ENSG00000167112
TSACC	C1orf182	NM_144627	ENSG00000163467
TSBP1	C6orf10	NM_006781	ENSG00000204296
TSC2	TSC4	NM_000548	ENSG00000103197
TSC22D1	TGFB1I4	NM_006022	ENSG00000102804
TSC22D2	TSC22D2	NM_014779	ENSG00000196428
TSC22D3	DSIPI	NM_198057	ENSG00000157514
TSC22D4	TSC22D4	NM_030935	ENSG00000166925
TSEN2	TSEN2	NM_025265	ENSG00000154743
TSEN34	LENG5	NM_024075	ENSG00000170892
TSEN54	TSEN54	NM_207346	ENSG00000182173
TSFM	TSFM	NM_005726	ENSG00000123297
TSG101	TSG10	NM_006292	ENSG00000074319
TSGA10	TSGA10	NM_182911	ENSG00000135951
TSGA10IP	TSGA10IP	NM_152762	ENSG00000175513
TSGA13	TSGA13	NM_052933	ENSG00000213265
TSHB	TSHB	NM_000549	ENSG00000134200
TSHR	TSHR	NM_000369	ENSG00000165409
TSHZ1	SDCCAG33	NM_005786	ENSG00000179981
TSHZ2	C20orf17	NM_173485	ENSG00000182463
TSHZ2	ZNF218	NM_173485	ENSG00000182463
TSHZ3	ZNF537	NM_020856	ENSG00000121297
TSKS	TSKS	NM_021733	ENSG00000126467
TSKU	LRRC54	NM_015516	ENSG00000182704
TSLP	TSLP	NM_033035	ENSG00000145777
TSN	TSN	NM_004622	ENSG00000211460
TSNARE1	TSNARE1	NM_145003	ENSG00000171045
TSNAX	TSNAX	NM_005999	ENSG00000116918
TSNAXIP1	TSNAXIP1	NM_018430	ENSG00000102904
TSPAN1	TSPAN1	NM_005727	ENSG00000117472
TSPAN2	TSPAN2	NM_005725	ENSG00000134198
TSPAN3	TM4SF8	NM_005724	ENSG00000140391
TSPAN5	TM4SF9	NM_005723	ENSG00000168785
TSPAN9	TSPAN9	NM_006675	ENSG00000011105
TSPAN10	TSPAN10	NM_031945	ENSG00000182612
TSPAN12	TM4SF12	NM_012338	ENSG00000106025
TSPAN13	TM4SF13	NM_014399	ENSG00000106537
TSPAN14	TM4SF14	NM_030927	ENSG00000108219
TSPAN15	TM4SF15	NM_012339	ENSG00000099282
TSPAN16	TM4SF16	NM_012466	ENSG00000130167
TSPAN18	TSPAN18	NM_130783	ENSG00000157570
TSPAN19	TSPAN19	NM_001100917	ENSG00000231738
TSPAN32	TSSC6	NM_139024	ENSG00000064201
TSPAN32	PHEMX	NM_139024	ENSG00000064201
TSPAN33	TSPAN33	NM_178562	ENSG00000158457
TSPEAR	C21orf29	NM_144991	ENSG00000175894
TSPEAR	DFNB98	NM_144991	ENSG00000175894
TSPO	BZRP	NM_007311	ENSG00000100300
TSPO2	BZRPL1	NM_001010873.2	ENSG00000112212
TSPOAP1	BZRAP1	NM_004758	ENSG00000005379
TSPY1	TSPY	NM_003308	ENSG00000258992
TSPY2	TSPY2	NM_022573	ENSG00000168757
TSPY3	TSPY3	NM_001077697	ENSG00000228927
TSPY4	TSPY4	NM_001164471	ENSG00000233803
TSPY8	TSPY8	NM_001243721	ENSG00000229549
TSPY10	TSPY10	NM_001320962	ENSG00000236424
TSPY26P	TSPYL3	NM_178465	ENSG00000235217
TSPYL2	TSPYL2	NM_022117	ENSG00000184205
TSPYL5	TSPYL5	NM_033512	ENSG00000180543
TSPYL6	TSPYL6	NM_001003937	ENSG00000178021
TSR1	TSR1	NM_018128	ENSG00000167721
TSR2	TSR2	NM_058163	ENSG00000158526
TSR3	C16orf42	NM_001001410	ENSG00000007520
TSSC4	TSSC4	NM_005706	ENSG00000184281
TSSK1B	STK22D	NM_032028	ENSG00000212122
TSSK1B	TSSK1	NM_032028	ENSG00000212122
TSSK4	C14orf20	NM_174944	ENSG00000139908
TSSK4	STK22E	NM_174944	ENSG00000139908
TSTA3	TSTA3	NM_003313	ENSG00000104522
TSTD1	TSTD1	NM_001113207	ENSG00000215845
TSTD2	C9orf97	NM_139246	ENSG00000136925
TSTD3	TSTD3	NM_001195131	ENSG00000228439
TTBK2	SCA11	NM_173500	ENSG00000128881
TTC1	TTC1	NM_003314	ENSG00000113312
TTC4	TTC4	NM_004623	ENSG00000243725
TTC5	TTC5	NM_138376	ENSG00000136319
TTC6	NCRNA00291	NM_001310135	ENSG00000139865
TTC6	C14orf25	NM_001310135	ENSG00000139865
TTC7A	TTC7	NM_001288951	ENSG00000068724
TTC9	TTC9	NM_015351	ENSG00000133985
TTC9C	TTC9C	NM_173810	ENSG00000162222
TTC12	TTC12	NM_017868	ENSG00000149292
TTC13	TTC13	NM_024525	ENSG00000143643
TTC14	TTC14	NM_133462	ENSG00000163728
TTC16	TTC16	NM_144965	ENSG00000167094
TTC17	TTC17	NM_018259	ENSG00000052841
TTC19	TTC19	NM_017775	ENSG00000011295
TTC21A	TTC21A	NM_145755	ENSG00000168026
TTC21B	TTC21B	NM_024753	ENSG00000123607
TTC22	TTC22	NM_017904	ENSG00000006555
TTC23	TTC23	NM_022905	ENSG00000103852
TTC23L	TTC23L	NM_144725	ENSG00000205838
TTC24	TTC24	NM_001105669	ENSG00000187862
TTC25	TTC25	NM_031421	ENSG00000204815
TTC26	TTC26	NM_024926	ENSG00000105948
TTC27	TTC27	NM_017735	ENSG00000018699
TTC28	TTC28	NM_001145418	ENSG00000100154
TTC29	TTC29	NM_031956	ENSG00000137473
TTC30A	TTC30A	NM_152275	ENSG00000197557
TTC30B	TTC30B	NM_152517	ENSG00000196659
TTC31	TTC31	NM_022492	ENSG00000115282
TTC32	TTC32	NM_001008237	ENSG00000183891
TTC33	TTC33	NM_012382	ENSG00000113638
TTC34	TTC34	NM_001242672	ENSG00000215912
TTC36	TTC36	NM_001080441	ENSG00000172425
TTC37	KIAA0372	NM_014639	ENSG00000198677
TTC38	TTC38	NM_017931	ENSG00000075234
TTC39B	C9orf52	NM_152574	ENSG00000155158
TTC39C	C18orf17	NM_153211	ENSG00000168234
TTF1	TTF1	NM_007344	ENSG00000125482
TTI1	KIAA0406	NM_014657	ENSG00000101407
TTI2	C8orf41	NM_025115	ENSG00000129696
TTL	TTL	NM_153712	ENSG00000114999
TTLL1	C22orf7	NM_012263	ENSG00000100271
TTLL2	C6orf104	NM_031949	ENSG00000120440
TTLL3	TTLL3	NM_001025930.2	ENSG00000214021
TTLL4	TTLL4	NM_014640	ENSG00000135912
TTLL5	KIAA0998	NM_015072	ENSG00000119685
TTLL6	TTLL6	NM_173623	ENSG00000170703
TTLL7	TTLL7	NM_024686	ENSG00000137941
TTLL8	TTLL8	NM_001080447	ENSG00000138892
TTLL10	TTLL10	NM_153254	ENSG00000162571
TTLL11	C9orf20	NM_001139442	ENSG00000175764
TTLL12	TTLL12	NM_015140	ENSG00000100304
TTN	CMD1G	NM_133378	ENSG00000155657
TTPA	AVED	NM_000370	ENSG00000137561
TTPAL	C20orf121	NM_024331	ENSG00000124120
TTR	PALB	NM_000371	ENSG00000118271
TTR	CTS1	NM_000371	ENSG00000118271
TTYH3	TTYH3	NM_025250	ENSG00000136295
TUB	TUB	NM_003320	ENSG00000166402
TUBA1A	TUBA1A	NM_006009	ENSG00000167552
TUBA1B	TUBA1B	NM_006082	ENSG00000123416
TUBA3C	TUBA2	NM_006001	ENSG00000198033
TUBA3D	TUBA3D	NM_080386	ENSG00000075886
TUBA3E	TUBA3E	NM_207312	ENSG00000152086
TUBA4A	TUBA1	NM_006000	ENSG00000127824
TUBA4B	TUBA4	NM_001355221	ENSG00000243910
TUBA8	TUBAL2	NM_018943	ENSG00000183785
TUBAL3	TUBAL3	NM_024803	ENSG00000178462
TUBB	TUBB	NM_178014	ENSG00000196230
TUBB1	TUBB1	NM_030773	ENSG00000101162
TUBB2A	TUBB2A	NM_001069	ENSG00000137267
TUBB2A	TUBB2	NM_001069	ENSG00000137267
TUBB2B	TUBB2B	NM_178012	ENSG00000137285
TUBB3	FEOM3	NM_006086	ENSG00000258947
TUBB4A	TUBB4	NM_006087	ENSG00000104833
TUBB4A	DYT4	NM_006087	ENSG00000104833
TUBB4B	TUBB2C	NM_006088	ENSG00000188229
TUBB6	TUBB6	NM_032525	ENSG00000176014
TUBB8	TUBB8	NM_177987	ENSG00000261456
TUBE1	TUBE1	NM_016262	ENSG00000074935
TUBG1	TUBG	NM_001070	ENSG00000131462
TUBG2	TUBG2	NM_016437	ENSG00000037042
TUBGCP3	TUBGCP3	NM_006322	ENSG00000126216
TUBGCP4	TUBGCP4	NM_014444	ENSG00000137822
TUBGCP5	TUBGCP5	NM_052903	ENSG00000275835
TUBGCP6	TUBGCP6	NM_020461	ENSG00000128159
TUFM	TUFM	NM_003321	ENSG00000178952
TUFT1	TUFT1	NM_020127	ENSG00000143367
TULP2	TULP2	NM_003323	ENSG00000104804
TULP3	TULP3	NM_003324	ENSG00000078246
TULP4	TULP4	NM_020245	ENSG00000130338
TUSC1	TUSC1	NM_001004125	ENSG00000198680
TUSC2	PDAP2	NM_007275	ENSG00000114383
TUSC3	TUSC3	NM_006765	ENSG00000104723
TUT1	RBM21	NM_022830	ENSG00000149016
TUT4	ZCCHC11	NM_001009881	ENSG00000134744
TUT7	ZCCHC6	NM_024617	ENSG00000083223
TVP23A	FAM18A	NM_001079512	ENSG00000166676
TVP23B	FAM18B	NM_016078	ENSG00000171928
TVP23B	FAM18B1	NM_016078	ENSG00000171928
TVP23C	FAM18B2	NM_145301	ENSG00000175106
TWF1	PTK9	NM_002822	ENSG00000151239
TWIST1	ACS3	NM_000474	ENSG00000122691
TWIST1	BPES3	NM_000474	ENSG00000122691
TWIST1	TWIST	NM_000474	ENSG00000122691
TWIST1	CRS	NM_000474	ENSG00000122691
TWNK	IOSCA	NM_021830	ENSG00000107815
TWNK	C10orf2	NM_021830	ENSG00000107815
TXK	PTK4	NM_003328	ENSG00000074966
TXLNA	TXLNA	NM_175852	ENSG00000084652
TXLNB	C6orf198	NM_153235	ENSG00000164440
TXLNG	CXorf15	NM_018360	ENSG00000086712
TXN2	TXN2	NM_012473	ENSG00000100348
TXNDC2	TXNDC2	NM_032243	ENSG00000168454
TXNDC5	TXNDC5	NM_030810	ENSG00000239264
TXNDC8	TXNDC8	NM_001003936	ENSG00000204193
TXNDC9	TXNDC9	NM_005783	ENSG00000115514
TXNDC12	TXNDC12	NM_015913	ENSG00000117862
TXNDC15	C5orf14	NM_024715	ENSG00000113621
TXNDC17	TXNL5	NM_032731	ENSG00000129235
TXNIP	TXNIP	NM_006472	ENSG00000265972
TXNL4B	TXNL4B	NM_017853	ENSG00000140830
TXNRD1	TXNRD1	NM_003330	ENSG00000198431
TXNRD2	TXNRD2	NM_006440	ENSG00000184470
TXNRD3	TXNRD3	NM_052883	ENSG00000197763
TXNRD3NB	TXNRD3IT1	NM_001039783	ENSG00000206483
TYMP	MNGIE	NM_001953	ENSG00000025708
TYMP	ECGF1	NM_001953	ENSG00000025708
TYMS	TS	NM_001071	ENSG00000176890
TYMSOS	C18orf56	NM_001012716	ENSG00000176912
TYR	TYR	NM_000372	ENSG00000077498
TYRP1	TYRP	NM_000550	ENSG00000107165
TYRP1	CAS2	NM_000550	ENSG00000107165
TYSND1	TYSND1	NM_173555	ENSG00000156521
TYW1	RSAFD1	NM_018264	ENSG00000198874
TYW1B	TYW1B	NM_001145440	ENSG00000277149
TYW3	C1orf171	NM_138467	ENSG00000162623
TYW5	C2orf60	NM_001039693	ENSG00000162971
U2AF1	U2AFBP	NM_006758	ENSG00000160201
U2SURP	U2SURP	NM_001080415	ENSG00000163714
UAP1	SPAG2	NM_003115	ENSG00000117143
UAP1L1	UAP1L1	NM_207309	ENSG00000197355
UBA1	A1S9T	NM_003334	ENSG00000130985
UBA1	GXP1	NM_003334	ENSG00000130985
UBA1	UBE1	NM_003334	ENSG00000130985
UBA3	UBE1C	NM_198195	ENSG00000144744
UBA5	UBE1DC1	NM_024818	ENSG00000081307
UBA6	UBE1L2	NM_018227	ENSG00000033178
UBA7	UBE1L	NM_003335	ENSG00000182179
UBA52	UBA52	NM_003333	ENSG00000221983
UBAC1	UBADC1	NM_016172	ENSG00000130560
UBAC2	PHGDHL1	NM_177967	ENSG00000134882
UBALD1	FAM100A	NM_145253	ENSG00000153443
UBALD2	FAM100B	NM_182565	ENSG00000185262
UBAP1L	UBAP1L	NM_001163692	ENSG00000246922
UBAP2	UBAP2	NM_018449	ENSG00000137073
UBAP2L	UBAP2L	NM_014847	ENSG00000143569
UBASH3A	UBASH3A	NM_001001895	ENSG00000160185
UBASH3B	UBASH3B	NM_032873	ENSG00000154127
UBB	UBB	NM_018955	ENSG00000170315
UBC	UBC	NM_021009	ENSG00000150991
UBE2A	UBE2A	NM_003336	ENSG00000077721
UBE2B	UBE2B	NM_003337	ENSG00000119048
UBE2C	UBE2C	NM_007019	ENSG00000175063
UBE2D1	SFT	NM_003338	ENSG00000072401
UBE2D2	UBE2D2	NM_181838	ENSG00000131508
UBE2D3	UBE2D3	NM_181893	ENSG00000109332
UBE2D4	UBE2D4	NM_015983	ENSG00000078967
